Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName
0 days 01:13:00.077000,VER,1,0 days 00:01:59.392000,1.0,1.0,,,,0 days 00:00:20.705000,0 days 00:00:55.250000,,0 days 01:12:04.853000,0 days 01:13:00.058000,249.0,292.0,247.0,215.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,5.0,False,,False,False,Australian Grand Prix
0 days 01:15:49.433000,VER,1,,2.0,1.0,,0 days 01:15:38.205000,0 days 00:00:58.141000,0 days 00:00:37.976000,0 days 00:01:13.205000,0 days 01:13:58.233000,0 days 01:14:36.257000,0 days 01:15:49.446000,66.0,222.0,,210.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 01:13:00.077000,2025-03-16 04:20:22.696,4,2.0,False,,False,False,Australian Grand Prix
0 days 01:18:31.601000,VER,1,,3.0,2.0,0 days 01:15:51.658000,0 days 01:18:20.223000,0 days 00:00:56.230000,0 days 00:00:33.683000,0 days 00:01:12.232000,0 days 01:16:45.667000,0 days 01:17:19.489000,0 days 01:18:31.643000,78.0,203.0,,180.0,False,INTERMEDIATE,3.0,False,Red Bull Racing,0 days 01:15:49.433000,2025-03-16 04:23:12.052,4,2.0,False,,False,False,Australian Grand Prix
0 days 01:21:07.301000,VER,1,,4.0,3.0,0 days 01:18:34.029000,0 days 01:20:56.543000,0 days 00:00:54.351000,0 days 00:00:32.712000,0 days 00:01:08.712000,0 days 01:19:26.041000,0 days 01:19:58.680000,0 days 01:21:07.378000,103.0,240.0,,187.0,False,INTERMEDIATE,4.0,False,Red Bull Racing,0 days 01:18:31.601000,2025-03-16 04:25:54.220,4,2.0,False,,False,False,Australian Grand Prix
0 days 01:23:30.910000,VER,1,0 days 00:02:23.609000,5.0,4.0,0 days 01:21:09.534000,,0 days 00:00:53.513000,0 days 00:00:32.627000,0 days 00:00:57.469000,0 days 01:22:00.795000,0 days 01:22:33.422000,0 days 01:23:30.891000,79.0,130.0,237.0,194.0,False,INTERMEDIATE,5.0,False,Red Bull Racing,0 days 01:21:07.301000,2025-03-16 04:28:29.920,4,2.0,False,,False,False,Australian Grand Prix
0 days 01:25:50.564000,VER,1,0 days 00:02:19.654000,6.0,4.0,,,0 days 00:00:47.887000,0 days 00:00:33.228000,0 days 00:00:58.539000,0 days 01:24:18.778000,0 days 01:24:52.006000,0 days 01:25:50.545000,158.0,183.0,208.0,127.0,True,INTERMEDIATE,6.0,False,Red Bull Racing,0 days 01:23:30.910000,2025-03-16 04:30:53.529,4,2.0,False,,False,False,Australian Grand Prix
0 days 01:28:07.011000,VER,1,0 days 00:02:16.447000,7.0,4.0,,,0 days 00:00:45.898000,0 days 00:00:29.735000,0 days 00:01:00.814000,0 days 01:26:36.443000,0 days 01:27:06.178000,0 days 01:28:06.992000,174.0,197.0,277.0,208.0,True,INTERMEDIATE,7.0,False,Red Bull Racing,0 days 01:25:50.564000,2025-03-16 04:33:13.183,41,2.0,False,,False,False,Australian Grand Prix
0 days 01:29:43.841000,VER,1,0 days 00:01:36.830000,8.0,4.0,,,0 days 00:00:35.249000,0 days 00:00:20.145000,0 days 00:00:41.436000,0 days 01:28:42.241000,0 days 01:29:02.386000,0 days 01:29:43.822000,257.0,297.0,278.0,245.0,True,INTERMEDIATE,8.0,False,Red Bull Racing,0 days 01:28:07.011000,2025-03-16 04:35:29.630,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:31:18.156000,VER,1,0 days 00:01:34.315000,9.0,4.0,,,0 days 00:00:33.850000,0 days 00:00:19.608000,0 days 00:00:40.857000,0 days 01:30:17.672000,0 days 01:30:37.280000,0 days 01:31:18.137000,,301.0,279.0,258.0,True,INTERMEDIATE,9.0,False,Red Bull Racing,0 days 01:29:43.841000,2025-03-16 04:37:06.460,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:32:50.806000,VER,1,0 days 00:01:32.650000,10.0,4.0,,,0 days 00:00:33.117000,0 days 00:00:19.414000,0 days 00:00:40.119000,0 days 01:31:51.254000,0 days 01:32:10.668000,0 days 01:32:50.787000,259.0,302.0,278.0,263.0,True,INTERMEDIATE,10.0,False,Red Bull Racing,0 days 01:31:18.156000,2025-03-16 04:38:40.775,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:34:23.259000,VER,1,0 days 00:01:32.453000,11.0,4.0,,,0 days 00:00:33.017000,0 days 00:00:19.392000,0 days 00:00:40.044000,0 days 01:33:23.804000,0 days 01:33:43.196000,0 days 01:34:23.240000,,301.0,276.0,272.0,True,INTERMEDIATE,11.0,False,Red Bull Racing,0 days 01:32:50.806000,2025-03-16 04:40:13.425,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:35:54.850000,VER,1,0 days 00:01:31.591000,12.0,4.0,,,0 days 00:00:32.767000,0 days 00:00:19.302000,0 days 00:00:39.522000,0 days 01:34:56.007000,0 days 01:35:15.309000,0 days 01:35:54.831000,263.0,303.0,279.0,274.0,True,INTERMEDIATE,12.0,False,Red Bull Racing,0 days 01:34:23.259000,2025-03-16 04:41:45.878,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:37:26.121000,VER,1,0 days 00:01:31.271000,13.0,4.0,,,0 days 00:00:32.572000,0 days 00:00:19.292000,0 days 00:00:39.407000,0 days 01:36:27.403000,0 days 01:36:46.695000,0 days 01:37:26.102000,264.0,301.0,278.0,281.0,True,INTERMEDIATE,13.0,False,Red Bull Racing,0 days 01:35:54.850000,2025-03-16 04:43:17.469,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:38:56.760000,VER,1,0 days 00:01:30.639000,14.0,4.0,,,0 days 00:00:32.137000,0 days 00:00:19.124000,0 days 00:00:39.378000,0 days 01:37:58.239000,0 days 01:38:17.363000,0 days 01:38:56.741000,266.0,300.0,291.0,282.0,True,INTERMEDIATE,14.0,False,Red Bull Racing,0 days 01:37:26.121000,2025-03-16 04:44:48.740,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:40:27.088000,VER,1,0 days 00:01:30.328000,15.0,4.0,,,0 days 00:00:31.945000,0 days 00:00:18.879000,0 days 00:00:39.504000,0 days 01:39:28.686000,0 days 01:39:47.565000,0 days 01:40:27.069000,267.0,320.0,290.0,287.0,True,INTERMEDIATE,15.0,False,Red Bull Racing,0 days 01:38:56.760000,2025-03-16 04:46:19.379,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:41:57.680000,VER,1,0 days 00:01:30.592000,16.0,4.0,,,0 days 00:00:31.921000,0 days 00:00:19.071000,0 days 00:00:39.600000,0 days 01:40:58.990000,0 days 01:41:18.061000,0 days 01:41:57.661000,266.0,305.0,280.0,297.0,False,INTERMEDIATE,16.0,False,Red Bull Racing,0 days 01:40:27.088000,2025-03-16 04:47:49.707,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:43:31.072000,VER,1,0 days 00:01:33.392000,17.0,4.0,,,0 days 00:00:32.432000,0 days 00:00:19.003000,0 days 00:00:41.957000,0 days 01:42:30.093000,0 days 01:42:49.096000,0 days 01:43:31.053000,267.0,303.0,278.0,285.0,False,INTERMEDIATE,17.0,False,Red Bull Racing,0 days 01:41:57.680000,2025-03-16 04:49:20.299,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:45:03.241000,VER,1,0 days 00:01:32.169000,18.0,4.0,,,0 days 00:00:32.550000,0 days 00:00:18.956000,0 days 00:00:40.663000,0 days 01:44:03.603000,0 days 01:44:22.559000,0 days 01:45:03.222000,266.0,301.0,280.0,271.0,False,INTERMEDIATE,18.0,False,Red Bull Racing,0 days 01:43:31.072000,2025-03-16 04:50:53.691,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:46:35.180000,VER,1,0 days 00:01:31.939000,19.0,4.0,,,0 days 00:00:32.547000,0 days 00:00:19.002000,0 days 00:00:40.390000,0 days 01:45:35.769000,0 days 01:45:54.771000,0 days 01:46:35.161000,,300.0,280.0,273.0,False,INTERMEDIATE,19.0,False,Red Bull Racing,0 days 01:45:03.241000,2025-03-16 04:52:25.860,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:48:06.778000,VER,1,0 days 00:01:31.598000,20.0,4.0,,,0 days 00:00:32.354000,0 days 00:00:19.009000,0 days 00:00:40.235000,0 days 01:47:07.515000,0 days 01:47:26.524000,0 days 01:48:06.759000,269.0,300.0,279.0,275.0,False,INTERMEDIATE,20.0,False,Red Bull Racing,0 days 01:46:35.180000,2025-03-16 04:53:57.799,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:49:37.955000,VER,1,0 days 00:01:31.177000,21.0,4.0,,,0 days 00:00:32.272000,0 days 00:00:18.898000,0 days 00:00:40.007000,0 days 01:48:39.031000,0 days 01:48:57.929000,0 days 01:49:37.936000,,298.0,279.0,272.0,False,INTERMEDIATE,21.0,False,Red Bull Racing,0 days 01:48:06.778000,2025-03-16 04:55:29.397,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:51:08.995000,VER,1,0 days 00:01:31.040000,22.0,4.0,,,0 days 00:00:32.480000,0 days 00:00:18.943000,0 days 00:00:39.617000,0 days 01:50:10.416000,0 days 01:50:29.359000,0 days 01:51:08.976000,263.0,301.0,281.0,279.0,False,INTERMEDIATE,22.0,False,Red Bull Racing,0 days 01:49:37.955000,2025-03-16 04:57:00.574,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:52:39.681000,VER,1,0 days 00:01:30.686000,23.0,4.0,,,0 days 00:00:32.099000,0 days 00:00:18.912000,0 days 00:00:39.675000,0 days 01:51:41.075000,0 days 01:51:59.987000,0 days 01:52:39.662000,265.0,302.0,280.0,276.0,False,INTERMEDIATE,23.0,False,Red Bull Racing,0 days 01:51:08.995000,2025-03-16 04:58:31.614,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:54:10.659000,VER,1,0 days 00:01:30.978000,24.0,4.0,,,0 days 00:00:32.243000,0 days 00:00:18.994000,0 days 00:00:39.741000,0 days 01:53:11.905000,0 days 01:53:30.899000,0 days 01:54:10.640000,267.0,301.0,281.0,275.0,False,INTERMEDIATE,24.0,False,Red Bull Racing,0 days 01:52:39.681000,2025-03-16 05:00:02.300,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:55:41.504000,VER,1,0 days 00:01:30.845000,25.0,4.0,,,0 days 00:00:32.279000,0 days 00:00:18.911000,0 days 00:00:39.655000,0 days 01:54:42.919000,0 days 01:55:01.830000,0 days 01:55:41.485000,,301.0,281.0,278.0,False,INTERMEDIATE,25.0,False,Red Bull Racing,0 days 01:54:10.659000,2025-03-16 05:01:33.278,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:57:11.797000,VER,1,0 days 00:01:30.293000,26.0,4.0,,,0 days 00:00:32.159000,0 days 00:00:18.938000,0 days 00:00:39.196000,0 days 01:56:13.644000,0 days 01:56:32.582000,0 days 01:57:11.778000,266.0,301.0,281.0,286.0,True,INTERMEDIATE,26.0,False,Red Bull Racing,0 days 01:55:41.504000,2025-03-16 05:03:04.123,1,3.0,False,,False,True,Australian Grand Prix
0 days 01:58:41.528000,VER,1,0 days 00:01:29.731000,27.0,4.0,,,0 days 00:00:31.904000,0 days 00:00:18.868000,0 days 00:00:38.959000,0 days 01:57:43.682000,0 days 01:58:02.550000,0 days 01:58:41.509000,270.0,303.0,282.0,283.0,True,INTERMEDIATE,27.0,False,Red Bull Racing,0 days 01:57:11.797000,2025-03-16 05:04:34.416,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:00:10.939000,VER,1,0 days 00:01:29.411000,28.0,4.0,,,0 days 00:00:31.769000,0 days 00:00:18.848000,0 days 00:00:38.794000,0 days 01:59:13.278000,0 days 01:59:32.126000,0 days 02:00:10.920000,272.0,301.0,283.0,286.0,True,INTERMEDIATE,28.0,False,Red Bull Racing,0 days 01:58:41.528000,2025-03-16 05:06:04.147,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:01:39.982000,VER,1,0 days 00:01:29.043000,29.0,4.0,,,0 days 00:00:31.543000,0 days 00:00:18.815000,0 days 00:00:38.685000,0 days 02:00:42.463000,0 days 02:01:01.278000,0 days 02:01:39.963000,270.0,301.0,283.0,289.0,True,INTERMEDIATE,29.0,False,Red Bull Racing,0 days 02:00:10.939000,2025-03-16 05:07:33.558,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:03:08.219000,VER,1,0 days 00:01:28.237000,30.0,4.0,,,0 days 00:00:31.103000,0 days 00:00:18.635000,0 days 00:00:38.499000,0 days 02:02:11.066000,0 days 02:02:29.701000,0 days 02:03:08.200000,271.0,300.0,282.0,292.0,True,INTERMEDIATE,30.0,False,Red Bull Racing,0 days 02:01:39.982000,2025-03-16 05:09:02.601,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:04:36.346000,VER,1,0 days 00:01:28.127000,31.0,4.0,,,0 days 00:00:31.123000,0 days 00:00:18.741000,0 days 00:00:38.263000,0 days 02:03:39.323000,0 days 02:03:58.064000,0 days 02:04:36.327000,270.0,297.0,284.0,288.0,True,INTERMEDIATE,31.0,False,Red Bull Racing,0 days 02:03:08.219000,2025-03-16 05:10:30.838,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:06:04.554000,VER,1,0 days 00:01:28.208000,32.0,4.0,,,0 days 00:00:30.905000,0 days 00:00:18.890000,0 days 00:00:38.413000,0 days 02:05:07.232000,0 days 02:05:26.122000,0 days 02:06:04.535000,,298.0,283.0,287.0,False,INTERMEDIATE,32.0,False,Red Bull Racing,0 days 02:04:36.346000,2025-03-16 05:11:58.965,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:07:32.600000,VER,1,0 days 00:01:28.046000,33.0,4.0,,,0 days 00:00:30.905000,0 days 00:00:18.810000,0 days 00:00:38.331000,,0 days 02:06:54.250000,0 days 02:07:32.581000,267.0,304.0,282.0,288.0,True,INTERMEDIATE,33.0,False,Red Bull Racing,0 days 02:06:04.554000,2025-03-16 05:13:27.173,12,3.0,False,,False,True,Australian Grand Prix
0 days 02:09:41.198000,VER,1,0 days 00:02:08.598000,34.0,4.0,,0 days 02:09:24.559000,0 days 00:00:38.569000,0 days 00:00:29.499000,0 days 00:01:00.530000,0 days 02:08:11.150000,0 days 02:08:40.649000,0 days 02:09:41.179000,193.0,276.0,,,False,INTERMEDIATE,34.0,False,Red Bull Racing,0 days 02:07:32.600000,2025-03-16 05:14:55.219,24,3.0,False,,False,False,Australian Grand Prix
0 days 02:11:45.706000,VER,1,0 days 00:02:04.508000,35.0,5.0,0 days 02:09:43.218000,,0 days 00:00:46.794000,0 days 00:00:27.330000,0 days 00:00:50.384000,0 days 02:10:27.973000,0 days 02:10:55.303000,0 days 02:11:45.687000,241.0,275.0,253.0,177.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 02:09:41.198000,2025-03-16 05:17:03.817,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:13:42.040000,VER,1,0 days 00:01:56.334000,36.0,5.0,,,0 days 00:00:33.284000,0 days 00:00:30.201000,0 days 00:00:52.849000,0 days 02:12:18.971000,0 days 02:12:49.172000,0 days 02:13:42.021000,257.0,257.0,123.0,247.0,False,MEDIUM,2.0,True,Red Bull Racing,0 days 02:11:45.706000,2025-03-16 05:19:08.325,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:16:24.874000,VER,1,,37.0,5.0,,,0 days 00:00:46.632000,0 days 00:00:40.725000,0 days 00:01:15.519000,0 days 02:14:28.751000,0 days 02:15:09.480000,0 days 02:16:24.999000,104.0,129.0,199.0,160.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 02:13:42.040000,2025-03-16 05:21:04.659,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:18:42.784000,VER,1,0 days 00:02:17.910000,38.0,5.0,,,0 days 00:00:40.652000,0 days 00:00:41.364000,0 days 00:00:55.894000,0 days 02:17:05.507000,0 days 02:17:46.871000,0 days 02:18:42.765000,78.0,111.0,235.0,248.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 02:16:24.874000,2025-03-16 05:23:47.493,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:20:55.498000,VER,1,0 days 00:02:12.714000,39.0,5.0,,,0 days 00:00:42.699000,0 days 00:00:36.267000,0 days 00:00:53.748000,0 days 02:19:25.464000,0 days 02:20:01.731000,0 days 02:20:55.479000,97.0,191.0,236.0,201.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 02:18:42.784000,2025-03-16 05:26:05.403,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:23:06.996000,VER,1,0 days 00:02:11.498000,40.0,5.0,,,0 days 00:00:43.488000,0 days 00:00:33.721000,0 days 00:00:54.289000,0 days 02:21:38.967000,0 days 02:22:12.688000,0 days 02:23:06.977000,101.0,192.0,238.0,245.0,False,MEDIUM,6.0,True,Red Bull Racing,0 days 02:20:55.498000,2025-03-16 05:28:18.117,4,3.0,False,,False,False,Australian Grand Prix
0 days 02:25:19,VER,1,0 days 00:02:12.004000,41.0,5.0,,,0 days 00:00:44.791000,0 days 00:00:29.249000,0 days 00:00:57.964000,0 days 02:23:51.768000,0 days 02:24:21.017000,0 days 02:25:18.981000,168.0,215.0,289.0,200.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 02:23:06.996000,2025-03-16 05:30:29.615,41,3.0,False,,False,False,Australian Grand Prix
0 days 02:26:44.317000,VER,1,0 days 00:01:25.317000,42.0,5.0,,,0 days 00:00:30.288000,0 days 00:00:18.886000,0 days 00:00:36.143000,0 days 02:25:49.269000,0 days 02:26:08.155000,0 days 02:26:44.298000,270.0,299.0,291.0,282.0,True,MEDIUM,8.0,True,Red Bull Racing,0 days 02:25:19,2025-03-16 05:32:41.619,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:28:07.398000,VER,1,0 days 00:01:23.081000,43.0,5.0,,,0 days 00:00:28.878000,0 days 00:00:18.569000,0 days 00:00:35.634000,0 days 02:27:13.176000,0 days 02:27:31.745000,0 days 02:28:07.379000,278.0,298.0,293.0,297.0,True,MEDIUM,9.0,True,Red Bull Racing,0 days 02:26:44.317000,2025-03-16 05:34:06.936,1,3.0,False,,False,True,Australian Grand Prix
0 days 02:29:34.187000,VER,1,0 days 00:01:26.789000,44.0,5.0,,,0 days 00:00:28.766000,0 days 00:00:18.154000,0 days 00:00:39.869000,0 days 02:28:36.145000,0 days 02:28:54.299000,0 days 02:29:34.168000,281.0,315.0,286.0,298.0,False,MEDIUM,10.0,True,Red Bull Racing,0 days 02:28:07.398000,2025-03-16 05:35:30.017,12,1.0,False,,False,True,Australian Grand Prix
0 days 02:31:07.061000,VER,1,0 days 00:01:32.874000,45.0,5.0,,,0 days 00:00:29.993000,0 days 00:00:18.865000,0 days 00:00:44.016000,0 days 02:30:04.161000,0 days 02:30:23.026000,0 days 02:31:07.042000,274.0,292.0,281.0,277.0,False,MEDIUM,11.0,True,Red Bull Racing,0 days 02:29:34.187000,2025-03-16 05:36:56.806,21,1.0,False,,False,True,Australian Grand Prix
0 days 02:32:59.667000,VER,1,0 days 00:01:52.606000,46.0,5.0,,0 days 02:32:42.968000,0 days 00:00:31.037000,0 days 00:00:19.186000,0 days 00:01:02.383000,0 days 02:31:38.079000,0 days 02:31:57.265000,0 days 02:32:59.648000,268.0,287.0,,266.0,False,MEDIUM,12.0,True,Red Bull Racing,0 days 02:31:07.061000,2025-03-16 05:38:29.680,1,5.0,False,,False,False,Australian Grand Prix
0 days 02:35:06.880000,VER,1,0 days 00:02:07.213000,47.0,6.0,0 days 02:33:01.788000,,0 days 00:00:40.700000,0 days 00:00:31.560000,0 days 00:00:54.953000,0 days 02:33:40.348000,0 days 02:34:11.908000,0 days 02:35:06.861000,249.0,227.0,257.0,224.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:32:59.667000,2025-03-16 05:40:22.286,124,2.0,False,,False,False,Australian Grand Prix
0 days 02:37:09.286000,VER,1,0 days 00:02:02.406000,48.0,6.0,,,0 days 00:00:38.909000,0 days 00:00:23.850000,0 days 00:00:59.647000,0 days 02:35:45.770000,0 days 02:36:09.620000,0 days 02:37:09.267000,247.0,117.0,168.0,192.0,False,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:35:06.880000,2025-03-16 05:42:29.499,4,2.0,False,,False,False,Australian Grand Prix
0 days 02:39:34.178000,VER,1,0 days 00:02:24.892000,49.0,6.0,,,0 days 00:00:51.981000,0 days 00:00:32.432000,0 days 00:01:00.479000,0 days 02:38:01.248000,0 days 02:38:33.680000,0 days 02:39:34.159000,151.0,137.0,249.0,181.0,False,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:37:09.286000,2025-03-16 05:44:31.905,4,2.0,False,,False,False,Australian Grand Prix
0 days 02:41:56.263000,VER,1,0 days 00:02:22.085000,50.0,6.0,,,0 days 00:00:52.682000,0 days 00:00:32.177000,0 days 00:00:57.226000,0 days 02:40:26.841000,0 days 02:40:59.018000,0 days 02:41:56.244000,145.0,206.0,252.0,127.0,False,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:39:34.178000,2025-03-16 05:46:56.797,4,2.0,False,,False,False,Australian Grand Prix
0 days 02:44:10.142000,VER,1,0 days 00:02:13.879000,51.0,6.0,,,0 days 00:00:47.272000,0 days 00:00:29.576000,0 days 00:00:57.031000,0 days 02:42:43.516000,0 days 02:43:13.092000,0 days 02:44:10.123000,221.0,210.0,285.0,135.0,False,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 02:41:56.263000,2025-03-16 05:49:18.882,41,2.0,False,,False,False,Australian Grand Prix
0 days 02:45:44.006000,VER,1,0 days 00:01:33.864000,52.0,6.0,,,0 days 00:00:34.079000,0 days 00:00:19.408000,0 days 00:00:40.377000,0 days 02:44:44.202000,0 days 02:45:03.610000,0 days 02:45:43.987000,267.0,293.0,286.0,244.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 02:44:10.142000,2025-03-16 05:51:32.761,1,2.0,False,,False,True,Australian Grand Prix
0 days 02:47:14.865000,VER,1,0 days 00:01:30.859000,53.0,6.0,,,0 days 00:00:32.113000,0 days 00:00:19.031000,0 days 00:00:39.715000,0 days 02:46:16.100000,0 days 02:46:35.131000,0 days 02:47:14.846000,270.0,292.0,286.0,273.0,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 02:45:44.006000,2025-03-16 05:53:06.625,1,2.0,False,,False,True,Australian Grand Prix
0 days 02:48:43.965000,VER,1,0 days 00:01:29.100000,54.0,6.0,,,0 days 00:00:31.437000,0 days 00:00:18.688000,0 days 00:00:38.975000,0 days 02:47:46.283000,0 days 02:48:04.971000,0 days 02:48:43.946000,274.0,296.0,287.0,,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 02:47:14.865000,2025-03-16 05:54:37.484,1,2.0,False,,False,True,Australian Grand Prix
0 days 02:50:12.503000,VER,1,0 days 00:01:28.538000,55.0,6.0,,,0 days 00:00:30.812000,0 days 00:00:18.798000,0 days 00:00:38.928000,0 days 02:49:14.758000,0 days 02:49:33.556000,0 days 02:50:12.484000,276.0,302.0,299.0,284.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 02:48:43.965000,2025-03-16 05:56:06.584,1,2.0,False,,False,True,Australian Grand Prix
0 days 02:51:40.424000,VER,1,0 days 00:01:27.921000,56.0,6.0,,,0 days 00:00:30.695000,0 days 00:00:18.320000,0 days 00:00:38.906000,0 days 02:50:43.179000,0 days 02:51:01.499000,0 days 02:51:40.405000,282.0,321.0,300.0,280.0,False,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 02:50:12.503000,2025-03-16 05:57:35.122,1,2.0,False,,False,True,Australian Grand Prix
0 days 02:53:07.824000,VER,1,0 days 00:01:27.400000,57.0,6.0,,,0 days 00:00:30.421000,0 days 00:00:18.285000,0 days 00:00:38.694000,0 days 02:52:10.826000,0 days 02:52:29.111000,0 days 02:53:07.805000,,321.0,287.0,293.0,False,INTERMEDIATE,11.0,True,Red Bull Racing,0 days 02:51:40.424000,2025-03-16 05:59:03.043,1,2.0,False,,False,True,Australian Grand Prix
0 days 01:13:14.817000,GAS,10,0 days 00:02:14.132000,1.0,1.0,,,,0 days 00:00:21.554000,0 days 00:01:05.755000,,0 days 01:12:09.043000,0 days 01:13:14.787000,225.0,284.0,182.0,186.0,False,INTERMEDIATE,1.0,True,Alpine,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,12.0,False,,False,False,Australian Grand Prix
0 days 01:16:06.192000,GAS,10,,2.0,1.0,,0 days 01:15:53.611000,0 days 00:00:55.855000,0 days 00:00:35.135000,0 days 00:01:20.320000,0 days 01:14:10.867000,0 days 01:14:45.842000,0 days 01:16:06.234000,62.0,163.0,,195.0,False,INTERMEDIATE,2.0,True,Alpine,0 days 01:13:14.817000,2025-03-16 04:20:37.436,4,9.0,False,,False,False,Australian Grand Prix
0 days 01:18:49.157000,GAS,10,,3.0,2.0,0 days 01:16:08.591000,0 days 01:18:36.076000,0 days 00:00:50.510000,0 days 00:00:36.049000,0 days 00:01:16.333000,0 days 01:16:56.745000,0 days 01:17:32.821000,0 days 01:18:49.127000,54.0,130.0,,189.0,False,INTERMEDIATE,3.0,False,Alpine,0 days 01:16:06.192000,2025-03-16 04:23:28.811,4,9.0,False,,False,False,Australian Grand Prix
0 days 01:21:23.604000,GAS,10,,4.0,3.0,0 days 01:18:51.914000,0 days 01:21:12.398000,0 days 00:00:50.360000,0 days 00:00:32.205000,0 days 00:01:12.024000,0 days 01:19:39.451000,0 days 01:20:11.612000,0 days 01:21:23.780000,89.0,279.0,,194.0,False,INTERMEDIATE,4.0,False,Alpine,0 days 01:18:49.157000,2025-03-16 04:26:11.776,4,9.0,False,,False,False,Australian Grand Prix
0 days 01:23:44.964000,GAS,10,0 days 00:02:21.360000,5.0,4.0,0 days 01:21:27.130000,,0 days 00:00:51.180000,0 days 00:00:30.446000,0 days 00:00:59.734000,0 days 01:22:14.754000,0 days 01:22:45.200000,0 days 01:23:44.934000,116.0,284.0,198.0,204.0,False,INTERMEDIATE,5.0,False,Alpine,0 days 01:21:23.604000,2025-03-16 04:28:46.223,4,9.0,False,,False,False,Australian Grand Prix
0 days 01:26:04.916000,GAS,10,0 days 00:02:19.952000,6.0,4.0,,,0 days 00:00:43.258000,0 days 00:00:34.952000,0 days 00:01:01.742000,0 days 01:24:28.192000,0 days 01:25:03.144000,0 days 01:26:04.886000,106.0,250.0,217.0,222.0,True,INTERMEDIATE,6.0,False,Alpine,0 days 01:23:44.964000,2025-03-16 04:31:07.583,4,9.0,False,,False,False,Australian Grand Prix
0 days 01:28:11.649000,GAS,10,0 days 00:02:06.733000,7.0,4.0,,,0 days 00:00:42.713000,0 days 00:00:29.764000,0 days 00:00:54.256000,0 days 01:26:47.599000,0 days 01:27:17.363000,0 days 01:28:11.619000,202.0,210.0,275.0,223.0,True,INTERMEDIATE,7.0,False,Alpine,0 days 01:26:04.916000,2025-03-16 04:33:27.535,41,9.0,False,,False,False,Australian Grand Prix
0 days 01:29:50.090000,GAS,10,0 days 00:01:38.441000,8.0,4.0,,,0 days 00:00:35.761000,0 days 00:00:20.439000,0 days 00:00:42.241000,0 days 01:28:47.380000,0 days 01:29:07.819000,0 days 01:29:50.060000,252.0,303.0,277.0,232.0,True,INTERMEDIATE,8.0,False,Alpine,0 days 01:28:11.649000,2025-03-16 04:35:34.268,1,9.0,False,,False,True,Australian Grand Prix
