Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,EventName
0 days 02:18:51.657000,HAM,44,0 days 00:02:18.415000,38.0,5.0,,,0 days 00:00:38.810000,0 days 00:00:40.044000,0 days 00:00:59.561000,0 days 02:17:12.144000,0 days 02:17:52.188000,0 days 02:18:51.749000,107.0,125.0,223.0,249.0,False,HARD,6.0,False,Ferrari,0 days 02:16:33.242000,2025-03-16 05:23:55.861,4,8.0,False,,False,False,Australian Grand Prix
0 days 02:21:03.742000,HAM,44,0 days 00:02:12.085000,39.0,5.0,,,0 days 00:00:39.677000,0 days 00:00:36.230000,0 days 00:00:56.178000,0 days 02:19:31.426000,0 days 02:20:07.656000,0 days 02:21:03.834000,105.0,164.0,224.0,241.0,False,HARD,7.0,False,Ferrari,0 days 02:18:51.657000,2025-03-16 05:26:14.276,4,8.0,False,,False,False,Australian Grand Prix
0 days 02:23:15.149000,HAM,44,0 days 00:02:11.407000,40.0,5.0,,,0 days 00:00:41.408000,0 days 00:00:35.213000,0 days 00:00:54.786000,0 days 02:21:45.242000,0 days 02:22:20.455000,0 days 02:23:15.241000,122.0,176.0,216.0,238.0,False,HARD,8.0,False,Ferrari,0 days 02:21:03.742000,2025-03-16 05:28:26.361,4,8.0,False,,False,False,Australian Grand Prix
0 days 02:25:21.756000,HAM,44,0 days 00:02:06.607000,41.0,5.0,,,0 days 00:00:43.723000,0 days 00:00:28.691000,0 days 00:00:54.193000,0 days 02:23:58.964000,0 days 02:24:27.655000,0 days 02:25:21.848000,105.0,174.0,290.0,241.0,False,HARD,9.0,False,Ferrari,0 days 02:23:15.149000,2025-03-16 05:30:37.768,41,8.0,False,,False,False,Australian Grand Prix
0 days 02:26:49.264000,HAM,44,0 days 00:01:27.508000,42.0,5.0,,,0 days 00:00:31.531000,0 days 00:00:19.059000,0 days 00:00:36.918000,0 days 02:25:53.379000,0 days 02:26:12.438000,0 days 02:26:49.356000,255.0,301.0,292.0,268.0,True,HARD,10.0,False,Ferrari,0 days 02:25:21.756000,2025-03-16 05:32:44.375,1,8.0,False,,False,True,Australian Grand Prix
0 days 02:28:13.482000,HAM,44,0 days 00:01:24.218000,43.0,5.0,,,0 days 00:00:29.552000,0 days 00:00:18.475000,0 days 00:00:36.191000,0 days 02:27:18.908000,0 days 02:27:37.383000,0 days 02:28:13.574000,266.0,314.0,310.0,293.0,True,HARD,11.0,False,Ferrari,0 days 02:26:49.264000,2025-03-16 05:34:11.883,1,8.0,False,,False,True,Australian Grand Prix
0 days 02:29:42.936000,HAM,44,0 days 00:01:29.454000,44.0,5.0,,,0 days 00:00:29.929000,0 days 00:00:18.440000,0 days 00:00:41.085000,0 days 02:28:43.503000,0 days 02:29:01.943000,0 days 02:29:43.028000,268.0,322.0,295.0,312.0,False,HARD,12.0,False,Ferrari,0 days 02:28:13.482000,2025-03-16 05:35:36.101,12,3.0,False,,False,True,Australian Grand Prix
0 days 02:31:15.981000,HAM,44,0 days 00:01:33.045000,45.0,5.0,,,0 days 00:00:29.877000,0 days 00:00:18.836000,0 days 00:00:44.332000,0 days 02:30:12.905000,0 days 02:30:31.741000,0 days 02:31:16.073000,271.0,294.0,281.0,268.0,False,HARD,13.0,False,Ferrari,0 days 02:29:42.936000,2025-03-16 05:37:05.555,21,2.0,False,,False,True,Australian Grand Prix
0 days 02:32:52.695000,HAM,44,0 days 00:01:36.714000,46.0,5.0,,,0 days 00:00:30.967000,0 days 00:00:19.082000,0 days 00:00:46.665000,0 days 02:31:47.040000,0 days 02:32:06.122000,0 days 02:32:52.787000,269.0,291.0,272.0,276.0,False,HARD,14.0,False,Ferrari,0 days 02:31:15.981000,2025-03-16 05:38:38.600,1,1.0,False,,False,True,Australian Grand Prix
0 days 02:35:23.388000,HAM,44,,47.0,5.0,,0 days 02:35:04.708000,0 days 00:00:43.851000,0 days 00:00:29.959000,0 days 00:01:16.885000,0 days 02:33:36.756000,0 days 02:34:06.595000,0 days 02:35:23.608000,211.0,170.0,,198.0,False,HARD,15.0,False,Ferrari,0 days 02:32:52.695000,2025-03-16 05:40:15.314,124,9.0,False,,False,False,Australian Grand Prix
0 days 02:37:22.607000,HAM,44,0 days 00:01:59.219000,48.0,6.0,0 days 02:35:25.627000,,0 days 00:00:44.112000,0 days 00:00:22.186000,0 days 00:00:52.921000,0 days 02:36:07.592000,0 days 02:36:29.778000,0 days 02:37:22.699000,237.0,262.0,185.0,190.0,False,INTERMEDIATE,1.0,True,Ferrari,0 days 02:35:23.388000,2025-03-16 05:42:46.007,4,9.0,False,,False,False,Australian Grand Prix
0 days 02:39:47.182000,HAM,44,0 days 00:02:24.575000,49.0,6.0,,,0 days 00:00:47.408000,0 days 00:00:32.622000,0 days 00:01:04.545000,0 days 02:38:10.107000,0 days 02:38:42.729000,0 days 02:39:47.274000,140.0,123.0,185.0,182.0,False,INTERMEDIATE,2.0,True,Ferrari,0 days 02:37:22.607000,2025-03-16 05:44:45.226,4,9.0,False,,False,False,Australian Grand Prix
0 days 02:42:04.277000,HAM,44,0 days 00:02:17.095000,50.0,6.0,,,0 days 00:00:49.800000,0 days 00:00:29.673000,0 days 00:00:57.622000,0 days 02:40:37.074000,0 days 02:41:06.747000,0 days 02:42:04.369000,95.0,168.0,244.0,225.0,False,INTERMEDIATE,3.0,True,Ferrari,0 days 02:39:47.182000,2025-03-16 05:47:09.801,4,9.0,False,,False,False,Australian Grand Prix
0 days 02:44:15.588000,HAM,44,0 days 00:02:11.311000,51.0,6.0,,,0 days 00:00:49.266000,0 days 00:00:25.650000,0 days 00:00:56.395000,0 days 02:42:53.635000,0 days 02:43:19.285000,0 days 02:44:15.680000,155.0,218.0,289.0,178.0,False,INTERMEDIATE,4.0,True,Ferrari,0 days 02:42:04.277000,2025-03-16 05:49:26.896,41,9.0,False,,False,False,Australian Grand Prix
0 days 02:45:52.639000,HAM,44,0 days 00:01:37.051000,52.0,6.0,,,0 days 00:00:36.302000,0 days 00:00:19.305000,0 days 00:00:41.444000,0 days 02:44:51.982000,0 days 02:45:11.287000,0 days 02:45:52.731000,261.0,304.0,289.0,239.0,False,INTERMEDIATE,5.0,True,Ferrari,0 days 02:44:15.588000,2025-03-16 05:51:38.207,1,10.0,False,,False,True,Australian Grand Prix
0 days 02:47:25.678000,HAM,44,0 days 00:01:33.039000,53.0,6.0,,,0 days 00:00:32.860000,0 days 00:00:18.860000,0 days 00:00:41.319000,0 days 02:46:25.591000,0 days 02:46:44.451000,0 days 02:47:25.770000,270.0,308.0,287.0,269.0,False,INTERMEDIATE,6.0,True,Ferrari,0 days 02:45:52.639000,2025-03-16 05:53:15.258,1,10.0,False,,False,True,Australian Grand Prix
0 days 02:48:56.943000,HAM,44,0 days 00:01:31.265000,54.0,6.0,,,0 days 00:00:32.770000,0 days 00:00:18.803000,0 days 00:00:39.692000,0 days 02:47:58.540000,0 days 02:48:17.343000,0 days 02:48:57.035000,266.0,298.0,298.0,272.0,False,INTERMEDIATE,7.0,True,Ferrari,0 days 02:47:25.678000,2025-03-16 05:54:48.297,1,9.0,False,,False,True,Australian Grand Prix
0 days 02:50:26.817000,HAM,44,0 days 00:01:29.874000,55.0,6.0,,,0 days 00:00:31.410000,0 days 00:00:18.451000,0 days 00:00:40.013000,0 days 02:49:28.445000,0 days 02:49:46.896000,0 days 02:50:26.909000,272.0,321.0,298.0,277.0,False,INTERMEDIATE,8.0,True,Ferrari,0 days 02:48:56.943000,2025-03-16 05:56:19.562,1,9.0,False,,False,True,Australian Grand Prix
0 days 02:51:56.912000,HAM,44,0 days 00:01:30.095000,56.0,6.0,,,0 days 00:00:31.448000,0 days 00:00:18.823000,0 days 00:00:39.824000,0 days 02:50:58.357000,0 days 02:51:17.180000,0 days 02:51:57.004000,,300.0,288.0,280.0,False,INTERMEDIATE,9.0,True,Ferrari,0 days 02:50:26.817000,2025-03-16 05:57:49.436,1,9.0,False,,False,True,Australian Grand Prix
0 days 02:53:29.330000,HAM,44,0 days 00:01:32.418000,57.0,6.0,,,0 days 00:00:31.658000,0 days 00:00:18.758000,0 days 00:00:42.002000,0 days 02:52:28.662000,0 days 02:52:47.420000,0 days 02:53:29.422000,,302.0,268.0,283.0,False,INTERMEDIATE,10.0,True,Ferrari,0 days 02:51:56.912000,2025-03-16 05:59:19.531,1,10.0,False,,False,True,Australian Grand Prix
0 days 01:13:24.748000,BOR,5,0 days 00:02:24.063000,1.0,1.0,,,,0 days 00:00:23.185000,0 days 00:01:10.345000,,0 days 01:12:14.603000,0 days 01:13:24.790000,208.0,197.0,230.0,192.0,False,INTERMEDIATE,1.0,True,Kick Sauber,0 days 01:11:00.355000,2025-03-16 04:18:22.974,124,17.0,False,,False,False,Australian Grand Prix
0 days 01:16:14.342000,BOR,5,,2.0,1.0,,0 days 01:16:03.063000,0 days 00:00:55.049000,0 days 00:00:32.292000,0 days 00:01:22.231000,0 days 01:14:19.953000,0 days 01:14:52.153000,0 days 01:16:14.446000,84.0,191.0,,169.0,False,INTERMEDIATE,2.0,True,Kick Sauber,0 days 01:13:24.748000,2025-03-16 04:20:47.367,4,14.0,False,,False,False,Australian Grand Prix
0 days 01:18:59.564000,BOR,5,,3.0,3.0,0 days 01:16:17.705000,0 days 01:18:45.520000,0 days 00:00:51.090000,0 days 00:00:32.707000,0 days 00:01:21.420000,0 days 01:17:05.479000,0 days 01:17:38.186000,0 days 01:18:59.629000,94.0,135.0,,167.0,False,INTERMEDIATE,3.0,False,Kick Sauber,0 days 01:16:14.342000,2025-03-16 04:23:36.961,4,14.0,False,,False,False,Australian Grand Prix
0 days 01:21:34.275000,BOR,5,,4.0,5.0,0 days 01:19:01.883000,0 days 01:21:23.257000,0 days 00:00:49.090000,0 days 00:00:32.645000,0 days 00:01:13.087000,0 days 01:19:48.656000,0 days 01:20:21.391000,0 days 01:21:34.451000,101.0,161.0,,184.0,False,INTERMEDIATE,4.0,False,Kick Sauber,0 days 01:18:59.564000,2025-03-16 04:26:22.183,4,14.0,False,,False,False,Australian Grand Prix
0 days 01:23:52.591000,BOR,5,0 days 00:02:18.316000,5.0,6.0,0 days 01:21:37.664000,,0 days 00:00:49.203000,0 days 00:00:29.928000,0 days 00:00:59.185000,0 days 01:22:23.520000,0 days 01:22:53.448000,0 days 01:23:52.633000,133.0,257.0,157.0,158.0,False,MEDIUM,1.0,True,Kick Sauber,0 days 01:21:34.275000,2025-03-16 04:28:56.894,4,14.0,False,,False,False,Australian Grand Prix
0 days 01:26:13.567000,BOR,5,0 days 00:02:20.976000,6.0,6.0,,,0 days 00:00:41.946000,0 days 00:00:35.519000,0 days 00:01:03.511000,0 days 01:24:34.579000,0 days 01:25:10.098000,0 days 01:26:13.609000,180.0,205.0,214.0,177.0,True,MEDIUM,2.0,True,Kick Sauber,0 days 01:23:52.591000,2025-03-16 04:31:15.210,4,14.0,False,,False,False,Australian Grand Prix
0 days 01:28:17.034000,BOR,5,0 days 00:02:03.467000,7.0,6.0,,,0 days 00:00:41.213000,0 days 00:00:30.785000,0 days 00:00:51.469000,0 days 01:26:54.822000,0 days 01:27:25.607000,0 days 01:28:17.076000,159.0,243.0,274.0,203.0,True,MEDIUM,3.0,True,Kick Sauber,0 days 01:26:13.567000,2025-03-16 04:33:36.186,41,14.0,False,,False,False,Australian Grand Prix
0 days 01:29:57.299000,BOR,5,0 days 00:01:40.265000,8.0,6.0,,,0 days 00:00:36.126000,0 days 00:00:20.871000,0 days 00:00:43.268000,0 days 01:28:53.202000,0 days 01:29:14.073000,0 days 01:29:57.341000,250.0,302.0,277.0,242.0,True,MEDIUM,4.0,True,Kick Sauber,0 days 01:28:17.034000,2025-03-16 04:35:39.653,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:31:33.962000,BOR,5,0 days 00:01:36.663000,9.0,6.0,,,0 days 00:00:34.582000,0 days 00:00:20.079000,0 days 00:00:42.002000,0 days 01:30:31.923000,0 days 01:30:52.002000,0 days 01:31:34.004000,258.0,300.0,278.0,264.0,True,MEDIUM,5.0,True,Kick Sauber,0 days 01:29:57.299000,2025-03-16 04:37:19.918,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:33:09.587000,BOR,5,0 days 00:01:35.625000,10.0,6.0,,,0 days 00:00:33.964000,0 days 00:00:20.030000,0 days 00:00:41.631000,0 days 01:32:07.968000,0 days 01:32:27.998000,0 days 01:33:09.629000,257.0,298.0,278.0,274.0,True,MEDIUM,6.0,True,Kick Sauber,0 days 01:31:33.962000,2025-03-16 04:38:56.581,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:34:44.242000,BOR,5,0 days 00:01:34.655000,11.0,6.0,,,0 days 00:00:33.762000,0 days 00:00:19.755000,0 days 00:00:41.138000,0 days 01:33:43.391000,0 days 01:34:03.146000,0 days 01:34:44.284000,256.0,297.0,281.0,281.0,True,MEDIUM,7.0,True,Kick Sauber,0 days 01:33:09.587000,2025-03-16 04:40:32.206,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:36:18.624000,BOR,5,0 days 00:01:34.382000,12.0,6.0,,,0 days 00:00:33.593000,0 days 00:00:19.666000,0 days 00:00:41.123000,0 days 01:35:17.877000,0 days 01:35:37.543000,0 days 01:36:18.666000,260.0,302.0,279.0,270.0,True,MEDIUM,8.0,True,Kick Sauber,0 days 01:34:44.242000,2025-03-16 04:42:06.861,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:37:53.007000,BOR,5,0 days 00:01:34.383000,13.0,6.0,,,0 days 00:00:33.907000,0 days 00:00:19.633000,0 days 00:00:40.843000,0 days 01:36:52.573000,0 days 01:37:12.206000,0 days 01:37:53.049000,261.0,302.0,282.0,261.0,False,MEDIUM,9.0,True,Kick Sauber,0 days 01:36:18.624000,2025-03-16 04:43:41.243,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:39:27.109000,BOR,5,0 days 00:01:34.102000,14.0,6.0,,,0 days 00:00:33.309000,0 days 00:00:19.414000,0 days 00:00:41.379000,0 days 01:38:26.358000,0 days 01:38:45.772000,0 days 01:39:27.151000,260.0,299.0,281.0,281.0,True,MEDIUM,10.0,True,Kick Sauber,0 days 01:37:53.007000,2025-03-16 04:45:15.626,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:41:00.801000,BOR,5,0 days 00:01:33.692000,15.0,6.0,,,0 days 00:00:33.416000,0 days 00:00:19.392000,0 days 00:00:40.884000,0 days 01:40:00.567000,0 days 01:40:19.959000,0 days 01:41:00.843000,258.0,299.0,281.0,283.0,True,MEDIUM,11.0,True,Kick Sauber,0 days 01:39:27.109000,2025-03-16 04:46:49.728,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:42:34.912000,BOR,5,0 days 00:01:34.111000,16.0,6.0,,,0 days 00:00:33.534000,0 days 00:00:19.498000,0 days 00:00:41.079000,0 days 01:41:34.377000,0 days 01:41:53.875000,0 days 01:42:34.954000,259.0,303.0,281.0,,False,MEDIUM,12.0,True,Kick Sauber,0 days 01:41:00.801000,2025-03-16 04:48:23.420,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:44:09.668000,BOR,5,0 days 00:01:34.756000,17.0,6.0,,,0 days 00:00:33.665000,0 days 00:00:19.336000,0 days 00:00:41.755000,0 days 01:43:08.619000,0 days 01:43:27.955000,0 days 01:44:09.710000,263.0,304.0,281.0,284.0,False,MEDIUM,13.0,True,Kick Sauber,0 days 01:42:34.912000,2025-03-16 04:49:57.531,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:45:43.560000,BOR,5,0 days 00:01:33.892000,18.0,6.0,,,0 days 00:00:33.401000,0 days 00:00:19.278000,0 days 00:00:41.213000,0 days 01:44:43.111000,0 days 01:45:02.389000,0 days 01:45:43.602000,262.0,303.0,281.0,287.0,False,MEDIUM,14.0,True,Kick Sauber,0 days 01:44:09.668000,2025-03-16 04:51:32.287,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:47:17.466000,BOR,5,0 days 00:01:33.906000,19.0,6.0,,,0 days 00:00:33.356000,0 days 00:00:19.242000,0 days 00:00:41.308000,0 days 01:46:16.958000,0 days 01:46:36.200000,0 days 01:47:17.508000,264.0,302.0,281.0,281.0,False,MEDIUM,15.0,True,Kick Sauber,0 days 01:45:43.560000,2025-03-16 04:53:06.179,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:48:50.794000,BOR,5,0 days 00:01:33.328000,20.0,6.0,,,0 days 00:00:33.261000,0 days 00:00:19.150000,0 days 00:00:40.917000,0 days 01:47:50.769000,0 days 01:48:09.919000,0 days 01:48:50.836000,262.0,300.0,281.0,288.0,True,MEDIUM,16.0,True,Kick Sauber,0 days 01:47:17.466000,2025-03-16 04:54:40.085,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:50:24.144000,BOR,5,0 days 00:01:33.350000,21.0,6.0,,,0 days 00:00:33.170000,0 days 00:00:19.132000,0 days 00:00:41.048000,0 days 01:49:24.006000,0 days 01:49:43.138000,0 days 01:50:24.186000,260.0,297.0,282.0,,False,MEDIUM,17.0,True,Kick Sauber,0 days 01:48:50.794000,2025-03-16 04:56:13.413,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:51:56.878000,BOR,5,0 days 00:01:32.734000,22.0,6.0,,,0 days 00:00:32.833000,0 days 00:00:19.204000,0 days 00:00:40.697000,0 days 01:50:57.019000,0 days 01:51:16.223000,0 days 01:51:56.920000,258.0,297.0,282.0,289.0,True,MEDIUM,18.0,True,Kick Sauber,0 days 01:50:24.144000,2025-03-16 04:57:46.763,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:53:29.844000,BOR,5,0 days 00:01:32.966000,23.0,6.0,,,0 days 00:00:32.882000,0 days 00:00:19.178000,0 days 00:00:40.906000,0 days 01:52:29.802000,0 days 01:52:48.980000,0 days 01:53:29.886000,260.0,296.0,281.0,291.0,False,MEDIUM,19.0,True,Kick Sauber,0 days 01:51:56.878000,2025-03-16 04:59:19.497,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:55:02.213000,BOR,5,0 days 00:01:32.369000,24.0,6.0,,,0 days 00:00:32.738000,0 days 00:00:19.157000,0 days 00:00:40.474000,0 days 01:54:02.624000,0 days 01:54:21.781000,0 days 01:55:02.255000,257.0,297.0,282.0,290.0,True,MEDIUM,20.0,True,Kick Sauber,0 days 01:53:29.844000,2025-03-16 05:00:52.463,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:56:34.448000,BOR,5,0 days 00:01:32.235000,25.0,6.0,,,0 days 00:00:32.743000,0 days 00:00:19.145000,0 days 00:00:40.347000,0 days 01:55:34.998000,0 days 01:55:54.143000,0 days 01:56:34.490000,260.0,294.0,282.0,289.0,True,MEDIUM,21.0,True,Kick Sauber,0 days 01:55:02.213000,2025-03-16 05:02:24.832,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:58:05.873000,BOR,5,0 days 00:01:31.425000,26.0,6.0,,,0 days 00:00:32.394000,0 days 00:00:19.048000,0 days 00:00:39.983000,0 days 01:57:06.884000,0 days 01:57:25.932000,0 days 01:58:05.915000,261.0,299.0,283.0,291.0,True,MEDIUM,22.0,True,Kick Sauber,0 days 01:56:34.448000,2025-03-16 05:03:57.067,1,14.0,False,,False,True,Australian Grand Prix
0 days 01:59:37.279000,BOR,5,0 days 00:01:31.406000,27.0,6.0,,,0 days 00:00:32.440000,0 days 00:00:19.001000,0 days 00:00:39.965000,0 days 01:58:38.355000,0 days 01:58:57.356000,0 days 01:59:37.321000,259.0,299.0,283.0,292.0,True,MEDIUM,23.0,True,Kick Sauber,0 days 01:58:05.873000,2025-03-16 05:05:28.492,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:01:08.034000,BOR,5,0 days 00:01:30.755000,28.0,6.0,,,0 days 00:00:32.268000,0 days 00:00:18.908000,0 days 00:00:39.579000,0 days 02:00:09.589000,0 days 02:00:28.497000,0 days 02:01:08.076000,264.0,299.0,282.0,290.0,True,MEDIUM,24.0,True,Kick Sauber,0 days 01:59:37.279000,2025-03-16 05:06:59.898,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:02:39.363000,BOR,5,0 days 00:01:31.329000,29.0,6.0,,,0 days 00:00:32.451000,0 days 00:00:19.079000,0 days 00:00:39.799000,0 days 02:01:40.527000,0 days 02:01:59.606000,0 days 02:02:39.405000,258.0,296.0,283.0,291.0,False,MEDIUM,25.0,True,Kick Sauber,0 days 02:01:08.034000,2025-03-16 05:08:30.653,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:04:10.509000,BOR,5,0 days 00:01:31.146000,30.0,6.0,,,0 days 00:00:32.456000,0 days 00:00:19.054000,0 days 00:00:39.636000,0 days 02:03:11.861000,0 days 02:03:30.915000,0 days 02:04:10.551000,261.0,297.0,282.0,,False,MEDIUM,26.0,True,Kick Sauber,0 days 02:02:39.363000,2025-03-16 05:10:01.982,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:05:40.955000,BOR,5,0 days 00:01:30.446000,31.0,6.0,,,0 days 00:00:32.239000,0 days 00:00:18.913000,0 days 00:00:39.294000,0 days 02:04:42.790000,0 days 02:05:01.703000,0 days 02:05:40.997000,265.0,299.0,283.0,292.0,True,MEDIUM,27.0,True,Kick Sauber,0 days 02:04:10.509000,2025-03-16 05:11:33.128,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:07:10.785000,BOR,5,0 days 00:01:29.830000,32.0,6.0,,,0 days 00:00:31.969000,0 days 00:00:18.924000,0 days 00:00:38.937000,0 days 02:06:12.966000,0 days 02:06:31.890000,0 days 02:07:10.827000,260.0,299.0,283.0,291.0,True,MEDIUM,28.0,True,Kick Sauber,0 days 02:05:40.955000,2025-03-16 05:13:03.574,1,14.0,False,,False,True,Australian Grand Prix
0 days 02:09:21.111000,BOR,5,0 days 00:02:10.326000,33.0,6.0,,0 days 02:08:59.204000,0 days 00:00:32.229000,0 days 00:00:26.932000,0 days 00:01:11.165000,0 days 02:07:43.056000,0 days 02:08:09.988000,0 days 02:09:21.153000,262.0,220.0,,290.0,False,MEDIUM,29.0,True,Kick Sauber,0 days 02:07:10.785000,2025-03-16 05:14:33.404,124,13.0,False,,False,False,Australian Grand Prix
0 days 02:11:25.667000,BOR,5,0 days 00:02:04.556000,34.0,6.0,0 days 02:09:23.220000,,0 days 00:00:46.489000,0 days 00:00:29.834000,0 days 00:00:48.233000,0 days 02:10:07.642000,0 days 02:10:37.476000,0 days 02:11:25.709000,228.0,233.0,245.0,159.0,False,MEDIUM,30.0,True,Kick Sauber,0 days 02:09:21.111000,2025-03-16 05:16:43.730,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:13:37.813000,BOR,5,0 days 00:02:12.146000,35.0,6.0,,,0 days 00:00:42.282000,0 days 00:00:34.853000,0 days 00:00:55.011000,0 days 02:12:07.991000,0 days 02:12:42.844000,0 days 02:13:37.855000,161.0,147.0,142.0,200.0,False,MEDIUM,31.0,True,Kick Sauber,0 days 02:11:25.667000,2025-03-16 05:18:48.286,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:16:14.978000,BOR,5,,36.0,6.0,,,0 days 00:00:44.902000,0 days 00:00:41.233000,0 days 00:01:11.005000,0 days 02:14:22.861000,0 days 02:15:04.036000,0 days 02:16:15.094000,127.0,206.0,186.0,207.0,False,MEDIUM,32.0,True,Kick Sauber,0 days 02:13:37.813000,2025-03-16 05:21:00.432,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:18:35.899000,BOR,5,0 days 00:02:20.921000,37.0,6.0,,,0 days 00:00:45.391000,0 days 00:00:40.838000,0 days 00:00:54.692000,0 days 02:17:00.411000,0 days 02:17:41.249000,0 days 02:18:35.941000,138.0,198.0,240.0,195.0,False,MEDIUM,33.0,True,Kick Sauber,0 days 02:16:14.978000,2025-03-16 05:23:37.597,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:20:49.273000,BOR,5,0 days 00:02:13.374000,38.0,6.0,,,0 days 00:00:44.094000,0 days 00:00:34.435000,0 days 00:00:54.845000,0 days 02:19:20.035000,0 days 02:19:54.470000,0 days 02:20:49.315000,126.0,172.0,237.0,187.0,False,MEDIUM,34.0,True,Kick Sauber,0 days 02:18:35.899000,2025-03-16 05:25:58.518,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:22:37.896000,BOR,5,0 days 00:01:48.623000,39.0,6.0,,,0 days 00:00:41.886000,0 days 00:00:22.879000,0 days 00:00:43.858000,0 days 02:21:31.201000,0 days 02:21:54.080000,0 days 02:22:37.938000,218.0,265.0,278.0,175.0,False,MEDIUM,35.0,True,Kick Sauber,0 days 02:20:49.273000,2025-03-16 05:28:11.892,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:24:10.334000,BOR,5,0 days 00:01:32.438000,40.0,6.0,,,0 days 00:00:33.855000,0 days 00:00:19.731000,0 days 00:00:38.852000,0 days 02:23:11.793000,0 days 02:23:31.524000,0 days 02:24:10.376000,257.0,296.0,282.0,241.0,False,MEDIUM,36.0,True,Kick Sauber,0 days 02:22:37.896000,2025-03-16 05:30:00.515,4,13.0,False,,False,False,Australian Grand Prix
0 days 02:25:38.459000,BOR,5,0 days 00:01:28.125000,41.0,6.0,,,0 days 00:00:31.898000,0 days 00:00:19.169000,0 days 00:00:37.058000,0 days 02:24:42.274000,0 days 02:25:01.443000,0 days 02:25:38.501000,262.0,297.0,286.0,288.0,True,MEDIUM,37.0,True,Kick Sauber,0 days 02:24:10.334000,2025-03-16 05:31:32.953,41,13.0,False,,False,False,Australian Grand Prix
0 days 02:27:03.229000,BOR,5,0 days 00:01:24.770000,42.0,6.0,,,0 days 00:00:30.071000,0 days 00:00:18.781000,0 days 00:00:35.918000,0 days 02:26:08.572000,0 days 02:26:27.353000,0 days 02:27:03.271000,266.0,290.0,288.0,295.0,True,MEDIUM,38.0,True,Kick Sauber,0 days 02:25:38.459000,2025-03-16 05:33:01.078,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:28:27.421000,BOR,5,0 days 00:01:24.192000,43.0,6.0,,,0 days 00:00:29.066000,0 days 00:00:18.822000,0 days 00:00:36.304000,0 days 02:27:32.337000,0 days 02:27:51.159000,0 days 02:28:27.463000,264.0,280.0,289.0,294.0,True,MEDIUM,39.0,True,Kick Sauber,0 days 02:27:03.229000,2025-03-16 05:34:25.848,1,13.0,False,,False,True,Australian Grand Prix
0 days 02:30:20.003000,BOR,5,0 days 00:01:52.582000,44.0,6.0,,0 days 02:29:55.899000,0 days 00:00:30.251000,0 days 00:00:18.627000,0 days 00:01:03.704000,0 days 02:28:57.714000,0 days 02:29:16.341000,0 days 02:30:20.045000,,290.0,,265.0,False,MEDIUM,40.0,True,Kick Sauber,0 days 02:28:27.421000,2025-03-16 05:35:50.040,12,13.0,False,,False,False,Australian Grand Prix
0 days 02:31:56.258000,BOR,5,0 days 00:01:36.255000,45.0,7.0,0 days 02:30:21.968000,,0 days 00:00:37.176000,0 days 00:00:19.099000,0 days 00:00:39.980000,0 days 02:30:57.221000,0 days 02:31:16.320000,0 days 02:31:56.300000,261.0,281.0,285.0,209.0,False,INTERMEDIATE,1.0,True,Kick Sauber,0 days 02:30:20.003000,2025-03-16 05:37:42.622,21,13.0,False,,False,False,Australian Grand Prix
0 days 02:33:13.105000,BOR,5,,46.0,7.0,,,,,,,,,,,,,,INTERMEDIATE,2.0,True,Kick Sauber,0 days 02:31:56.258000,,1,,False,,True,False,Australian Grand Prix
